,filename_prefix,Label,structure,PhysicalSize,Roundness,5-EU_0_Mean,5-EU_0_Skewness,SYTOX_0_Mean,SYTOX_0_Sum
185258,20210416_Timecourse5EU_s5_NA,37,nuclei,2016.1700000000003,0.8789864266148676,61.51634534786253,3.156861459829882,136.9086336965633,163332.0
185259,20210416_Timecourse5EU_s5_NA,38,nuclei,1892.8,0.9453624971071286,81.44107142857143,3.1433692422743382,186.03571428571428,208360.0
185260,20210416_Timecourse5EU_s5_NA,39,nuclei,2202.07,0.8571496026422184,70.74366845740599,3.234177422997972,183.4198004604758,238996.0
185261,20210416_Timecourse5EU_s5_NA,40,nuclei,2622.88,0.962390803019996,58.68943298969072,2.21141256041491,135.777706185567,210727.0
185262,20210416_Timecourse5EU_s5_NA,41,nuclei,37.18000000000001,0.7325848886291711,60.95454545454545,0.1040993703537818,154.1818181818182,3392.0
185263,20210416_Timecourse5EU_s5_NA,42,nuclei,1654.5100000000002,0.948901041306804,54.079673135852914,1.9025113889273584,218.247191011236,213664.0
185264,20210416_Timecourse5EU_s5_NA,43,nuclei,3028.4800000000005,0.9586632869522024,67.04966517857143,3.592376552271263,140.56529017857142,251893.0
185265,20210416_Timecourse5EU_s5_NA,44,nuclei,1762.67,0.8688733567501397,71.9693192713327,2.422811849765026,206.1313518696069,214995.0
185266,20210416_Timecourse5EU_s5_NA,45,nuclei,696.2800000000001,0.7920162089326495,64.37378640776699,0.3897597115013101,184.9101941747573,76183.0
185267,20210416_Timecourse5EU_s5_NA,46,nuclei,1918.15,0.9601655074215708,47.89339207048458,2.932820457030275,175.46519823788546,199153.0
185268,20210416_Timecourse5EU_s5_NA,47,nuclei,2092.2200000000003,0.9285255948320472,78.68416801292408,2.592829512340914,196.1518578352181,242836.0
185269,20210416_Timecourse5EU_s5_NA,48,nuclei,2965.9500000000003,0.9528455344155632,69.8962962962963,2.908946654902581,142.1891737891738,249542.0
185270,20210416_Timecourse5EU_s5_NA,49,nuclei,216.32,0.7557156059698273,73.6953125,0.0342924993202504,218.9921875,28031.0
185271,20210416_Timecourse5EU_s5_NA,50,nuclei,2122.6400000000003,0.7973400368771315,46.76273885350319,2.572386810733764,119.6592356687898,150292.0
185272,20210416_Timecourse5EU_s5_NA,51,nuclei,1228.63,0.8973992149572458,51.17331499312242,0.141618080495026,357.81705639614853,260133.0
185273,20210416_Timecourse5EU_s5_NA,52,nuclei,2604.2900000000004,0.9439168331010912,83.27839065541856,4.184356579542843,154.43283582089552,237981.0
185274,20210416_Timecourse5EU_s5_NA,53,nuclei,2261.2200000000003,0.9607434541440996,81.65919282511211,2.204940137794669,140.1158445440957,187475.0
185275,20210416_Timecourse5EU_s5_NA,54,nuclei,2289.9500000000003,0.9333595761583316,83.56974169741697,1.9561588672235868,194.6811808118081,263793.0
185276,20210416_Timecourse5EU_s5_NA,55,nuclei,33.800000000000004,0.739434726313204,73.95,1.869943547706622,91.15,1823.0
185277,20210416_Timecourse5EU_s5_NA,56,nuclei,1585.2200000000005,0.8971348712342518,82.41257995735607,3.5625290742932654,282.63006396588486,265107.0
185278,20210416_Timecourse5EU_s5_NA,57,nuclei,714.8700000000001,0.9203339017718156,56.78250591016548,0.5139564337454452,578.451536643026,244685.0
185279,20210416_Timecourse5EU_s5_NA,58,nuclei,1771.12,0.8021931802533042,77.9675572519084,3.596772383793354,215.375,225713.0
185280,20210416_Timecourse5EU_s5_NA,59,nuclei,2906.8,0.9494604375188156,73.64418604651163,2.6387984398223896,103.7203488372093,178399.0
185281,20210416_Timecourse5EU_s5_NA,60,nuclei,339.69000000000005,0.7157470769057918,58.233830845771145,2.9572820638314967,91.76119402985074,18444.0
185282,20210416_Timecourse5EU_s5_NA,61,nuclei,40.56,0.7618783888686617,55.25,0.2868000598431915,108.25,2598.0
185283,20210416_Timecourse5EU_s5_NA,62,nuclei,2442.05,0.958408697810091,51.188235294117646,1.7602010661855518,132.70173010380623,191754.0
185284,20210416_Timecourse5EU_s5_NA,63,nuclei,35.49,0.9838363212870342,54.23809523809524,0.4166252767225383,76.42857142857143,1605.0
185285,20210416_Timecourse5EU_s5_NA,64,nuclei,2087.15,0.9633259267745504,43.58785425101215,1.6651294068897884,137.30121457489878,169567.0
185286,20210416_Timecourse5EU_s5_NA,65,nuclei,3009.8900000000003,0.944693277860846,68.4654688377316,3.661470049756078,97.17181358787198,173063.0
185287,20210416_Timecourse5EU_s5_NA,66,nuclei,973.44,0.7946684811801374,87.58333333333333,3.299181785479897,259.53993055555554,149495.0
185288,20210416_Timecourse5EU_s5_NA,67,nuclei,295.75000000000006,0.7134020132071488,102.0,1.2879281859442564,220.6057142857143,38606.0
185289,20210416_Timecourse5EU_s5_NA,68,nuclei,704.73,0.9078732904359692,52.458033573141485,0.0221370114609501,605.9592326139089,252685.0
185290,20210416_Timecourse5EU_s5_NA,69,nuclei,1154.2700000000002,0.8399859422254784,81.42313323572475,2.2380378389806217,351.3762811127379,239990.0
185291,20210416_Timecourse5EU_s5_NA,70,nuclei,2033.07,0.9448920082829813,73.94596841230258,2.413765527718469,169.07980049875312,203403.0
185292,20210416_Timecourse5EU_s5_NA,71,nuclei,1673.1,0.9310398536051254,66.86969696969697,0.8453348023058271,158.33535353535353,156752.0
185293,20210416_Timecourse5EU_s5_NA,72,nuclei,1534.5200000000002,0.9150333524194868,66.54295154185021,-0.7619884287023453,104.97797356828194,95320.0
185294,20210416_Timecourse5EU_s5_NA,73,nuclei,2480.92,0.9312481469974514,54.724795640326974,2.500445325362336,103.36444141689373,151739.0
185295,20210416_Timecourse5EU_s5_NA,74,nuclei,2851.03,0.8414594698874915,83.32128037937167,2.460556633398507,114.60403082394784,193337.0
185296,20210416_Timecourse5EU_s5_NA,75,nuclei,3374.9300000000003,0.9125113294365734,70.36454682023034,3.155918845071864,108.47020530796196,216615.0
185297,20210416_Timecourse5EU_s5_NA,76,nuclei,393.77,0.8037063998687394,86.02145922746782,3.7836759858392135,196.7596566523605,45845.0
185298,20210416_Timecourse5EU_s5_NA,77,nuclei,2766.53,0.8752016011331056,57.48381185094686,2.949513556786264,130.2254123396457,213179.0
185299,20210416_Timecourse5EU_s5_NA,78,nuclei,2382.9,0.9374913580318872,61.90141843971631,1.6404364453469795,126.6113475177305,178522.0
185300,20210416_Timecourse5EU_s5_NA,79,nuclei,3058.9,0.883327814755262,70.7524861878453,2.972177963265664,107.76629834254145,195057.0
185301,20210416_Timecourse5EU_s5_NA,80,nuclei,2665.13,0.9447538714401458,64.2714013950539,4.134596784664431,115.9854153455929,182909.0
185302,20210416_Timecourse5EU_s5_NA,81,nuclei,2673.5800000000004,0.8243056236442122,78.44121365360303,4.163240602566646,128.86978508217447,203872.0
185303,20210416_Timecourse5EU_s5_NA,82,nuclei,2183.48,0.901366423406012,58.078173374613,2.619351692853721,152.4938080495356,197022.0
185304,20210416_Timecourse5EU_s5_NA,83,nuclei,1629.16,0.9175899489549116,84.24273858921161,2.2755875656909788,219.4149377593361,211516.0
185305,20210416_Timecourse5EU_s5_NA,84,nuclei,2367.69,0.900572475371357,68.19414703783012,2.4104791153230227,162.30406852248393,227388.0
185306,20210416_Timecourse5EU_s5_NA,85,nuclei,2893.28,0.9486721008982236,74.93107476635514,3.879792869890143,139.58703271028037,238973.0
185307,20210416_Timecourse5EU_s5_NA,86,nuclei,1705.2100000000005,0.8679960682194593,135.49454905847372,2.422957812535792,219.0495540138752,221021.0
185308,20210416_Timecourse5EU_s5_NA,87,nuclei,970.06,0.7654758234519314,111.51045296167248,2.1813609131503218,216.27351916376307,124141.0
185309,20210416_Timecourse5EU_s5_NA,88,nuclei,2742.8700000000003,0.9313669414790068,77.39494762784966,2.946937383905956,161.08194701170672,261436.0
185310,20210416_Timecourse5EU_s5_NA,89,nuclei,821.34,0.784140523453978,49.82098765432099,0.7959779039909839,466.37654320987656,226659.0
185311,20210416_Timecourse5EU_s5_NA,90,nuclei,32.11000000000001,0.7836290272190145,58.05263157894737,0.639124641103354,109.84210526315788,2087.0
185312,20210416_Timecourse5EU_s5_NA,91,nuclei,37.18000000000001,0.8104652877301567,72.77272727272727,0.0379285893493753,180.5909090909091,3973.0
185313,20210416_Timecourse5EU_s5_NA,92,nuclei,1492.2700000000002,0.9073659117554456,82.82219705549264,2.5232767965252845,221.0543601359004,195191.0
185314,20210416_Timecourse5EU_s5_NA,93,nuclei,2617.8100000000004,0.8897346879667936,88.20464816010329,3.105264559299489,84.22659780503551,130467.0
185315,20210416_Timecourse5EU_s5_NA,94,nuclei,2393.0400000000004,0.9006106438511541,86.77966101694915,2.913399221367968,83.10310734463278,117674.0
185316,20210416_Timecourse5EU_s5_NA,95,nuclei,119.99,0.6612473145942752,59.76056338028169,2.742446265650379,59.23943661971831,4206.0
185317,20210416_Timecourse5EU_s5_NA,96,nuclei,3018.34,0.9698091587314126,53.56942889137738,2.7680309092852724,117.56942889137738,209979.0
185318,20210416_Timecourse5EU_s5_NA,97,nuclei,2837.51,0.955051096468978,90.38475282906492,2.9553183132037923,91.65038713519952,153881.0
185319,20210416_Timecourse5EU_s5_NA,98,nuclei,2758.0800000000004,0.9313531908238516,63.66666666666666,2.018390781368523,159.7469362745098,260707.0
